,주용도코드명,대지위치
1528,편의시설,대전광역시 대덕구 연축동 17번지
1529,편의시설,대전광역시 대덕구 신대동 2-2번지
1530,편의시설,대전광역시 대덕구 신대동 2-5번지
1531,님비시설,대전광역시 대덕구 신대동 4-1번지
1539,편의시설,대전광역시 대덕구 와동
1540,편의시설,대전광역시 대덕구 와동 2-1번지
1541,편의시설,대전광역시 대덕구 와동 2-5번지
1543,편의시설,대전광역시 대덕구 와동 2-7번지
1546,농축산업시설,대전광역시 대덕구 와동 10-1번지
1547,편의시설,대전광역시 대덕구 와동 11번지
1548,주거지,대전광역시 대덕구 와동 14-6번지
1549,주거지,대전광역시 대덕구 송촌동 12번지
1550,주거지,대전광역시 대덕구 송촌동 16번지
1551,편의시설,대전광역시 대덕구 송촌동 30번지
1552,주거지,대전광역시 대덕구 송촌동 31번지
1553,편의시설,대전광역시 대덕구 송촌동 61-2번지
1557,농축산업시설,대전광역시 대덕구 송촌동 93번지
1558,주거지,대전광역시 대덕구 송촌동 95번지
1559,주거지,대전광역시 대덕구 법동 77-8번지
1560,주거지,대전광역시 대덕구 법동 77-12번지
1561,주거지,대전광역시 대덕구 법동 83번지
1563,주거지,대전광역시 대덕구 법동 83-14번지
1564,주거지,대전광역시 대덕구 법동 87번지
1565,주거지,대전광역시 대덕구 법동 90-2번지
1566,주거지,대전광역시 대덕구 법동 90-7번지
1567,주거지,대전광역시 대덕구 법동 106번지
1568,주거지,대전광역시 대덕구 법동 112번지
1569,편의시설,대전광역시 대덕구 중리동 27-1번지
1571,편의시설,대전광역시 대덕구 중리동 27-4번지
1572,농축산업시설,대전광역시 대덕구 중리동 31번지
1573,주거지,대전광역시 대덕구 중리동 56번지
1574,주거지,대전광역시 대덕구 중리동 59-1번지
1575,주거지,대전광역시 대덕구 중리동 70번지
1576,주거지,대전광역시 대덕구 중리동 71번지
1577,편의시설,대전광역시 대덕구 중리동 71-1번지
1578,주거지,대전광역시 대덕구 중리동 71-5번지
1579,창고시설,대전광역시 대덕구 비래동 1-13번지
1581,주거지,대전광역시 대덕구 비래동 9-2번지
1582,주거지,대전광역시 대덕구 비래동 13번지
1583,교육연구시설,대전광역시 대덕구 비래동 15-3번지
1584,주거지,대전광역시 대덕구 비래동 18-1번지
1585,편의시설,대전광역시 대덕구 비래동 18-2번지
1586,편의시설,대전광역시 대덕구 비래동 18-4번지
1587,편의시설,대전광역시 대덕구 비래동 18-5번지
1588,편의시설,대전광역시 대덕구 비래동 18-6번지
1589,주거지,대전광역시 대덕구 석봉동 2-6번지
1590,주거지,대전광역시 대덕구 석봉동 11-8번지
1591,주거지,대전광역시 대덕구 석봉동 22-4번지
1594,주거지,대전광역시 대덕구 석봉동 22-5번지
1596,주거지,대전광역시 대덕구 석봉동 37-1번지
1598,주거지,대전광역시 대덕구 석봉동 39-1번지
1599,주거지,대전광역시 대덕구 목상동 1-11번지
1600,주거지,대전광역시 대덕구 목상동 10-1번지
1601,편의시설,대전광역시 대덕구 목상동 12-2번지
1602,편의시설,대전광역시 대덕구 목상동 12-3번지
1603,주거지,대전광역시 대덕구 목상동 13번지
1604,주거지,대전광역시 대덕구 목상동 13-1번지
1607,주거지,대전광역시 대덕구 목상동 13-4번지
1609,생산시설,대전광역시 대덕구 문평동 13-2번지
1611,주거지,대전광역시 대덕구 문평동 22-2번지
1612,주거지,대전광역시 대덕구 문평동 22-3번지
1613,주거지,대전광역시 대덕구 문평동 25번지
1614,생산시설,대전광역시 대덕구 문평동 41-1번지
1619,주거지,대전광역시 대덕구 신일동 3번지
1620,주거지,대전광역시 대덕구 신일동 6-1번지
1621,편의시설,대전광역시 대덕구 신일동 9-1번지
1623,편의시설,대전광역시 대덕구 신일동 10-3번지
1624,주거지,대전광역시 대덕구 신일동 11-1번지
1628,주거지,대전광역시 대덕구 신일동 14-1번지
1629,주거지,대전광역시 대덕구 덕암동 1번지
1634,주거지,대전광역시 대덕구 덕암동 1-1번지
1635,편의시설,대전광역시 대덕구 덕암동 1-3번지
1636,편의시설,대전광역시 대덕구 덕암동 1-4번지
1637,주거지,대전광역시 대덕구 덕암동 1-5번지
1638,주거지,대전광역시 대덕구 덕암동 1-7번지
1639,농축산업시설,대전광역시 대덕구 상서동 38번지
1640,농축산업시설,대전광역시 대덕구 상서동 40번지
1641,주거지,대전광역시 대덕구 상서동 42-2번지
1642,주거지,대전광역시 대덕구 상서동 43-2번지
1643,주거지,대전광역시 대덕구 상서동 45-2번지
1644,주거지,대전광역시 대덕구 상서동 45-3번지
1645,생산시설,대전광역시 대덕구 상서동 46번지
1648,생산시설,대전광역시 대덕구 상서동 46-2번지
1649,주거지,대전광역시 대덕구 평촌동 7-1번지
1650,창고시설,대전광역시 대덕구 평촌동 11-2번지
1651,생산시설,대전광역시 대덕구 평촌동 14-8번지
1654,주거지,대전광역시 대덕구 평촌동 22번지
1655,창고시설,대전광역시 대덕구 평촌동 24번지
1657,주거지,대전광역시 대덕구 평촌동 37번지
1658,생산시설,대전광역시 대덕구 평촌동 42-1번지
1659,창고시설,대전광역시 대덕구 장동
1662,생산시설,대전광역시 대덕구 장동 35번지
1665,주거지,대전광역시 대덕구 장동 47번지
1666,주거지,대전광역시 대덕구 장동 48번지
1668,주거지,대전광역시 대덕구 장동 74-4번지
1669,편의시설,대전광역시 대덕구 용호동
1670,주거지,대전광역시 대덕구 용호동 36번지
1673,주거지,대전광역시 대덕구 용호동 37번지
1676,주거지,대전광역시 대덕구 용호동 37-1번지
1677,주거지,대전광역시 대덕구 용호동 37-3번지
1678,주거지,대전광역시 대덕구 용호동 37-5번지
1679,편의시설,대전광역시 대덕구 이현동 142번지
1680,주거지,대전광역시 대덕구 이현동 143번지
1681,주거지,대전광역시 대덕구 이현동 167번지
1682,주거지,대전광역시 대덕구 이현동 174번지
1684,주거지,대전광역시 대덕구 이현동 177-2번지
1685,주거지,대전광역시 대덕구 이현동 178번지
1686,주거지,대전광역시 대덕구 이현동 178-1번지
1687,주거지,대전광역시 대덕구 이현동 182번지
1688,주거지,대전광역시 대덕구 이현동 183번지
1689,주거지,대전광역시 대덕구 갈전동 225번지
1690,주거지,대전광역시 대덕구 갈전동 228-1번지
1691,주거지,대전광역시 대덕구 갈전동 228-3번지
1692,편의시설,대전광역시 대덕구 갈전동 233번지
1693,주거지,대전광역시 대덕구 갈전동 236-2번지
1694,주거지,대전광역시 대덕구 갈전동 236-3번지
1695,주거지,대전광역시 대덕구 갈전동 236-4번지
1696,주거지,대전광역시 대덕구 갈전동 236-5번지
1697,주거지,대전광역시 대덕구 갈전동 236-7번지
1698,편의시설,대전광역시 대덕구 갈전동 236-9번지
1699,주거지,대전광역시 대덕구 삼정동 20번지
1700,편의시설,대전광역시 대덕구 삼정동 20-1번지
1701,주거지,대전광역시 대덕구 삼정동 23-1번지
1702,편의시설,대전광역시 대덕구 삼정동 23-4번지
1705,주거지,대전광역시 대덕구 삼정동 23-5번지
1706,편의시설,대전광역시 대덕구 삼정동 28-1번지
1708,주거지,대전광역시 대덕구 삼정동 31-2번지
1709,문화및집회시설,대전광역시 대덕구 미호동 1-5번지
1710,주거지,대전광역시 대덕구 미호동 25-1번지
1711,창고시설,대전광역시 대덕구 미호동 26-2번지
1713,주거지,대전광역시 대덕구 미호동 30-1번지
1714,주거지,대전광역시 대덕구 미호동 31번지
1715,주거지,대전광역시 대덕구 미호동 36번지
1716,주거지,대전광역시 대덕구 미호동 41번지
1719,편의시설,대전광역시 대덕구 신탄진동 2-1번지
1720,편의시설,대전광역시 대덕구 신탄진동 4-6번지
1721,편의시설,대전광역시 대덕구 신탄진동 5번지
1722,편의시설,대전광역시 대덕구 신탄진동 9-1번지
1723,창고시설,대전광역시 대덕구 신탄진동 9-3번지
1724,편의시설,대전광역시 대덕구 신탄진동 16-1번지
1725,편의시설,대전광역시 대덕구 신탄진동 16-2번지
1726,편의시설,대전광역시 대덕구 신탄진동 16-8번지
1727,주거지,대전광역시 대덕구 신탄진동 17-1번지
1728,주거지,대전광역시 대덕구 신탄진동 17-2번지
